ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
814	وی گفت: مهم این است که هر آنچه وجود دارد برای مردم بیان شود.	Y	بیان	162	   45,825	0.0635	88	persian_news_2016_00967386
815	بانک ایران نیز با بیان اینکه این.	Y	بیان	162	   45,825	0.0635	89	persian_news_2019_00215867
816	خواهد بود وزیر امور خارجه را در سفر به.	Y	امور	163	   45,724	0.0633	100.6667	persian_news_2019_00417715
817	رئیس سازمان امور اجتماعی کشور مطرح کرد؛	Y	امور	163	   45,724	0.0633	107.1429	persian_news_2019_00545457
818	و امور مجلس وزیر خارجه با بیان..	Y	امور	163	   45,724	0.0633	114.4286	persian_news_2017_00921120
819	وی ادامه داد: وزارت امور خارجه آن چه را که در توان داشته انجام داده و اقدامات لازم را انجام خواهد داد.	Y	امور	163	   45,724	0.0633	114.9474	persian_news_2016_00901426
820	نفر از اعضای این و وزارت امور خارجه در.	Y	امور	163	   45,724	0.0633	115.2222	persian_news_2019_00842117
821	این است که این در هفته های آینده..	Y	هفته	164	   45,704	0.0633	75.4286	persian_news_2016_00136662
822	که در هفته های آینده پرداخت می شود.	Y	هفته	164	   45,704	0.0633	96.875	persian_news_2016_00731736
823	هفته وارد استان شده و با حضور مسئولان از..	Y	هفته	164	   45,704	0.0633	98.4444	persian_news_2016_00873457
824	قرار است هفته آینده با حضور وزیر راه..	Y	هفته	164	   45,704	0.0633	107	persian_news_2017_00706147
825	در سال 2017 در طول یک هفته که برای.	Y	هفته	164	   45,704	0.0633	107.4286	persian_news_2019_00471932
826	و قرار می دهد و در سال ۲۰۱۸.	Y	دهد	165	   45,643	0.0632	78.4286	persian_news_2019_00979470
827	را در بر گرفت و اکنون در سال ۹۱ هم به روند خود با قدرت ادامه می دهد.	Y	دهد	165	   45,643	0.0632	91.9375	persian_news_2016_00572167
828	وی در ادامه به فعاليت بانک خود که از ۳۰ سال پيش تا به امروز به کار خود ادامه می دهد اشاره کرد.	Y	دهد	165	   45,643	0.0632	92.1667	persian_news_2016_00943028
829	آنچه ها نشان می دهد این است که در این.	Y	دهد	165	   45,643	0.0632	99.7778	persian_news_2019_00136624
830	زنان را نشان می دهد وی ادامه داد.	Y	دهد	165	   45,643	0.0632	101	persian_news_2019_00559556
831	ادامه داد باید پیش از گذشته در سطح.	Y	پیش	166	   45,400	0.0629	87	persian_news_2019_00029147
832	کنند البته هم که در بازی پیش و..	Y	پیش	166	   45,400	0.0629	88.5	persian_news_2016_00730867
833	با اشاره به در پیش بودن روز.	Y	پیش	166	   45,400	0.0629	102.5714	persian_news_2019_00193939
834	در مورد اینکه این تیم 2 سال پیش شرایط..	Y	پیش	166	   45,400	0.0629	105.875	persian_news_2017_00546208
835	توسعه بیش از پیش منطقه کشور را به همراه.	Y	پیش	166	   45,400	0.0629	106	persian_news_2019_00366205
836	و تا پایان اول سال 98 پایان می.	Y	اول	167	   45,351	0.0628	75.3333	persian_news_2019_00948095
837	اول یک دیدار برگزار شد که در آن.	Y	اول	167	   45,351	0.0628	85.5	persian_news_2019_00179172
838	از اول هم اساس بر همين بود.	Y	اول	167	   45,351	0.0628	91.2857	persian_news_2016_00041951
839	از اول باید همین کار را می کردند.	Y	اول	167	   45,351	0.0628	97.5	persian_news_2019_00044404
840	اما در هر صورت انتخابات مرحله اول برگزار شد.	Y	اول	167	   45,351	0.0628	99.4444	persian_news_2017_00119313
841	شبکه های اجتماعی برگزار می شود این در بخش..	Y	اجتماعی	168	   45,227	0.0626	100.8889	persian_news_2017_00644573
842	ما انجام می شود و فرهنگ اجتماعی مورد.	Y	اجتماعی	168	   45,227	0.0626	103	persian_news_2019_00736176
843	های اجتماعی خارجی در ایران می پرداخت با بیان..	Y	اجتماعی	168	   45,227	0.0626	103.3333	persian_news_2017_00865275
844	در حوزه های اجتماعی و کشور شاهد باشد به.	Y	اجتماعی	168	   45,227	0.0626	103.6667	persian_news_2019_00465113
845	معاون فرهنگی و اجتماعی دانشگاه عنوان کرد؛	Y	اجتماعی	168	   45,227	0.0626	106	persian_news_2019_00801650
846	از 9 ماه گذشته در این حوزه تشکیل شده است.	Y	حوزه	169	   45,215	0.0626	98.3333	persian_news_2016_00038416
847	حوزه های و بخش های مختلف کشور ایجاد شده.	Y	حوزه	169	   45,215	0.0626	98.625	persian_news_2019_00407204
848	و مردم در حوزه های خود برخورد کردند و..	Y	حوزه	169	   45,215	0.0626	103.5	persian_news_2017_00969861
849	ما در حوزه اجتماعی 50 هزار واحد است که.	Y	حوزه	169	   45,215	0.0626	106.625	persian_news_2019_00738749
850	است تا فرهنگ در حوزه های جدید و مورد.	Y	حوزه	169	   45,215	0.0626	111.2	persian_news_2019_00062214
851	بحث ما این است که این دولت ندارد.	Y	ندارد	170	   44,299	0.0614	85.7143	persian_news_2019_00221501
852	ندارد ‎ ‎ با اشاره به اینکه بیش از سه.	Y	ندارد	170	   44,299	0.0614	92	persian_news_2019_00835173
853	وجود ندارد با بیان اینکه هم اکنون در کشور..	Y	ندارد	170	   44,299	0.0614	102.8889	persian_news_2017_00938049
854	انتخابات را ندارد نظارت بر انتخابات در این..	Y	ندارد	170	   44,299	0.0614	103.4286	persian_news_2017_00141426
855	رشد اقتصادی در این منطقه وجود ندارد.	Y	ندارد	170	   44,299	0.0614	105.2857	persian_news_2017_00584295
856	اين انتخاب از پيش انجام شده بود.	Y	پيش	171	   44,234	0.0613	82	persian_news_2016_00203464
857	اين در حالی است که پيش از اين، قرار بود پرداخت ها هر هفت سال يک بار انجام شود.	Y	پيش	171	   44,234	0.0613	118.1111	persian_news_2016_00212000
858	اين مذاکرات از سه سال پيش آغاز شد.	Y	پيش	171	   44,234	0.0613	129.75	persian_news_2017_00229939
859	اين بار نيز پيش از انتخاب مردم، شورای نگهبان انتخاب خود را کرده است.	Y	پيش	171	   44,234	0.0613	132.3077	persian_news_2016_00204219
860	اين سياست ها از مدت ها پيش آغاز شده است.»	Y	پيش	171	   44,234	0.0613	134.2222	persian_news_2016_00219195
861	از سوی سازمان برنامه و بودجه انجام شد؛	Y	سوی	172	   44,204	0.0612	92.25	persian_news_2019_00051421
862	از سوی رئیس سازمان برنامه و بودجه انجام شد؛	Y	سوی	172	   44,204	0.0612	92.7778	persian_news_2019_00051415
863	وی اضافه کرد: «از سوی دیگر، باید در نظر داشت سال آینده، سال انتخابات مجلس است.	Y	سوی	172	   44,204	0.0612	95.8667	persian_news_2016_00904901
864	اعلام و جمهوری اسلامی بر اقدام لازم از سوی.	Y	سوی	172	   44,204	0.0612	97.7778	persian_news_2019_00076503
865	از سوی رئیس سازمان برنامه و بودجه؛	Y	سوی	172	   44,204	0.0612	107	persian_news_2019_00051414
866	در استان را 679 میلیارد تومان و در استان..	Y	تومان	173	   44,032	0.061	69.1667	persian_news_2016_00482105
867	۲ میلیارد تومان برای این مهم در نظر گرفته شده بود.	Y	تومان	173	   44,032	0.061	87.3	persian_news_2019_00004725
868	میلیارد تومان برای عمومی در نظر گرفته شد که.	Y	تومان	173	   44,032	0.061	94	persian_news_2019_00811372
869	در سال جاری نیز، ۱۸۲۰ میلیارد تومان تا به حال پرداخت شده است.	Y	تومان	173	   44,032	0.061	94.1667	persian_news_2019_00472329
870	تومان وارد شده بیشتر است و در مورد.	Y	تومان	173	   44,032	0.061	95.25	persian_news_2019_00368134
871	در تاکید شده است بر اساس این.	Y	اساس	174	   43,891	0.0608	68.7143	persian_news_2019_00456229
872	کرد بر اساس برنامه قرار بود را در شرایط..	Y	اساس	174	   43,891	0.0608	80.7778	persian_news_2017_00723154
873	بر اساس آب است گفت در حال حاضر.	Y	اساس	174	   43,891	0.0608	87.75	persian_news_2019_00228416
874	است بر این اساس بودجه اجرای برنامه های که..	Y	اساس	174	   43,891	0.0608	96	persian_news_2017_00061057
875	بر اساس آن باید 50 درصد از فعال در..	Y	اساس	174	   43,891	0.0608	104.375	persian_news_2017_00273263
876	که وارد آزاد یا از آن خارج می شود..	Y	یا	175	   43,433	0.0602	106.1111	persian_news_2017_00732612
877	سال آینده به صورت ملی یا منطقه.	Y	یا	175	   43,433	0.0602	118.4286	persian_news_2019_00569776
878	 ای در مجلس یا دولت طی شود اظهار داشته.	Y	یا	175	   43,433	0.0602	118.5	persian_news_2019_00013767
879	سازمان برنامه و بودجه یا وزارت کار؟	Y	یا	175	   43,433	0.0602	119.5714	persian_news_2019_00565235
880	آن ها به دو برابر یا بیش از دو برابر افزایش یافته است.	Y	یا	175	   43,433	0.0602	137.5455	persian_news_2017_00168258
881	حضور شما به تلاش های ما کمک می کند.	Y	شما	176	   43,385	0.0601	97.5556	persian_news_2019_00403558
882	است تا حق مردم پرداخت شود اما شما.	Y	شما	176	   43,385	0.0601	99.625	persian_news_2019_00062205
883	هدف از سفر شما به تهران چه بود؟	Y	شما	176	   43,385	0.0601	107.625	persian_news_2016_00865915
884	نقش شما در اين مورد چه بوده؟	Y	شما	176	   43,385	0.0601	107.8571	persian_news_2017_00852219
885	مردم در انتخابات پاسخ شما را خواهند داد.	Y	شما	176	   43,385	0.0601	108.25	persian_news_2019_00779482
886	است گفت سال 2016 که پایان آن حدود یک..	Y	حدود	177	   43,262	0.0599	63	persian_news_2017_00062934
887	این است که سال گذشته حدود 5 تن از..	Y	حدود	177	   43,262	0.0599	69.25	persian_news_2016_00136667
888	منابع است وی افزود در این استان حدود.	Y	حدود	177	   43,262	0.0599	75.75	persian_news_2019_00813164
889	از آن مربوط به است وی افزود حدود.	Y	حدود	177	   43,262	0.0599	79.25	persian_news_2019_00044089
890	کنند اعلام کرد حدود 80 درصد خانواده ها در..	Y	حدود	177	   43,262	0.0599	90.875	persian_news_2017_00731174
891	پس هم برنامه مهم است و هم افراد.	Y	افراد	178	   43,249	0.0599	90.5714	persian_news_2019_00325462
892	یکی از افراد بود که همه خانواده او در..	Y	افراد	178	   43,249	0.0599	92	persian_news_2017_00718764
893	دوم آن که برنامه های ما برای تمام افراد خانواده است.	Y	افراد	178	   43,249	0.0599	96.6364	persian_news_2016_00567157
894	دو سال پیش عضو از افراد خارجی در کشور..	Y	افراد	178	   43,249	0.0599	107.3333	persian_news_2016_00563081
895	در این وجود دارد به گونه ای که افراد.	Y	افراد	178	   43,249	0.0599	110	persian_news_2019_00446761
896	آب می شود و از بین می.	Y	بین	179	   43,154	0.0598	105.2857	persian_news_2019_00018622
897	هم است و هم حکومت و بین این دو.	Y	بین	179	   43,154	0.0598	110.1429	persian_news_2019_00870471
898	و در این خصوص بین المللی وجود دارد..	Y	بین	179	   43,154	0.0598	115.375	persian_news_2016_00943898
899	است که با در مسابقات بین المللی شرکت.	Y	بین	179	   43,154	0.0598	130	persian_news_2019_00064432
900	شد که از این بین 171 اثر انتخاب شد.	Y	بین	179	   43,154	0.0598	133	persian_news_2019_00605432
901	پس از آن با روزنامه همشهری ادامه داد.	Y	روزنامه	180	   42,967	0.0595	106.125	persian_news_2016_00372373
902	کرده اند گفت روزنامه همشهری هم با توجه به.	Y	روزنامه	180	   42,967	0.0595	107.8889	persian_news_2019_00697944
903	روزنامه ها به این بخش از گفته های روحانی توجه کردند.	Y	روزنامه	180	   42,967	0.0595	109.5455	persian_news_2016_00592825
904	ی به عنوان های برخی روزنامه ها و خبرگزاری های.	Y	روزنامه	180	   42,967	0.0595	122.7778	persian_news_2019_00275533
905	در اين كشور روزنامه آزاد وجود ندارد.	Y	روزنامه	180	   42,967	0.0595	126.5714	persian_news_2016_00497036
906	از 52 هزار تن در این شهرستان تولید..	Y	شهرستان	181	   42,607	0.059	95.7143	persian_news_2017_00037481
907	این شهرستان با توجه به شرایط خود.	Y	شهرستان	181	   42,607	0.059	95.8571	persian_news_2019_00147020
908	شهرستان و شهر تهران به دست آمده بود مورد.	Y	شهرستان	181	   42,607	0.059	97.8889	persian_news_2019_00617008
909	برای طرح های این شهرستان را ۱۴۲ میلیارد.	Y	شهرستان	181	   42,607	0.059	101.25	persian_news_2019_00234375
910	استان تهران و نمایندگان مردم شهرستان های استان..	Y	شهرستان	181	   42,607	0.059	108.4286	persian_news_2016_00059421
911	برای آنها اين مهم است که تيم موفق شود.	Y	تيم	182	   42,493	0.0588	124.3333	persian_news_2017_00270233
912	فوتبال بازی خط ها نيست، اين يک تيم است که در دفاع و حمله شرکت می‌کند.	Y	تيم	182	   42,493	0.0588	140.625	persian_news_2016_00701310
913	البته او همراه تيم ملی در جام جهانی حضور داشت اما..	Y	تيم	182	   42,493	0.0588	142.8182	persian_news_2016_00100675
914	اين ديدار برای هر دو تيم بسيار مهم است.	Y	تيم	182	   42,493	0.0588	168.5556	persian_news_2017_00217804
915	برای اين که تيم بسيار خوبی بودند.	Y	تيم	182	   42,493	0.0588	171.2857	persian_news_2017_00270478
916	۴ میلیارد دلار در نظر گرفته شده است.	Y	میلیارد	183	   42,452	0.0588	88.5714	persian_news_2016_00008453
917	۷ میلیارد دلار از ایران نفت وارد کرده است.	Y	میلیارد	183	   42,452	0.0588	96.125	persian_news_2016_00012269
918	دو کشور دو میلیارد دلار افزایش می..	Y	میلیارد	183	   42,452	0.0588	98.5	persian_news_2016_00563871
919	شد افزود با برگزاری این ها و کمک 7میلیارد.	Y	میلیارد	183	   42,452	0.0588	102.6667	persian_news_2019_00605044
920	وی با بیان اینکه کشورهای آنها بیش از 30 هزار میلیارد تومان است..	Y	میلیارد	183	   42,452	0.0588	103.8333	persian_news_2017_00927588
921	را در یکی از ها اجرا می کند و در.	Y	یکی	184	   42,091	0.0583	77	persian_news_2019_00514407
922	دو دیدار برگزار شد که در یکی از.	Y	یکی	184	   42,091	0.0583	87	persian_news_2019_00505320
923	خواهد بود در یکی دیگر از بخش های.	Y	یکی	184	   42,091	0.0583	89.5556	persian_news_2019_00417692
924	پرداخت و گفت خانه ایران به عنوان یکی از..	Y	یکی	184	   42,091	0.0583	98.4444	persian_news_2017_00371007
925	کرد و گفت توسعه یکی از پروژه های.	Y	یکی	184	   42,091	0.0583	103.5	persian_news_2019_00698170
926	این است که تا پایان این دوره 30 درصد.	Y	دوره	185	   41,962	0.0581	76.1429	persian_news_2019_00125190
927	این کار در دوره قبل انجام شد.	Y	دوره	185	   41,962	0.0581	87.8571	persian_news_2016_00157881
928	دوره از شنبه آغاز شده است و تا.	Y	دوره	185	   41,962	0.0581	89.625	persian_news_2019_00505899
929	با شبکه خبر گفت در این دوره از.	Y	دوره	185	   41,962	0.0581	97.625	persian_news_2019_00211088
930	کشاورزی از دوره های برگزار شده در استان..	Y	دوره	185	   41,962	0.0581	103	persian_news_2016_00724868
931	های رئیس فوتبال اعلام می کند « در گذشته.	Y	فوتبال	186	   41,814	0.0579	87.7778	persian_news_2019_00859096
932	فوتبال ایران با توجه به در پیش بودن..	Y	فوتبال	186	   41,814	0.0579	114.25	persian_news_2016_00701264
933	سال 2019 سال خوبی برای فوتبال ایران خواهد بود.	Y	فوتبال	186	   41,814	0.0579	117.1429	persian_news_2019_00569413
934	در فوتبال صورت گرفته شود به همین خاطر این.	Y	فوتبال	186	   41,814	0.0579	131.2222	persian_news_2019_00478995
935	فوتبال از سال 1894 در کشور شروع شد.	Y	فوتبال	186	   41,814	0.0579	131.7143	persian_news_2017_00700718
936	و مورد قرار گرفت و در پایان این.	Y	گرفت	187	   41,545	0.0575	72.4286	persian_news_2019_00988717
937	خواهد گرفت در ادامه این سفر قرار است..	Y	گرفت	187	   41,545	0.0575	74.625	persian_news_2016_00467837
938	در ایران 90 سال گذشته مورد بررسی قرار گرفت.	Y	گرفت	187	   41,545	0.0575	75.5	persian_news_2019_00434578
939	توجه قرار گرفت از این رو در دولت در..	Y	گرفت	187	   41,545	0.0575	97.75	persian_news_2017_00411561
940	مجلس و دولت قرار گرفت تاکید کرد افزایش قیمت.	Y	گرفت	187	   41,545	0.0575	100.5556	persian_news_2019_00750829
941	را به دنبال داشته انجام شده است در پایان تاکید کرد جمهوری اسلامی ایران بار دیگر.	Y	بار	188	   41,337	0.0572	91.3125	persian_news_2019_00513697
942	بار در هم خبر داد و گفت اکنون 10نفر.	Y	بار	188	   41,337	0.0572	91.7778	persian_news_2019_00206487
943	اند این در 36 سال گذشته چهار بار در.	Y	بار	188	   41,337	0.0572	100	persian_news_2019_00138090
944	او بار ديگر خواستار حضور خود در ايران شد.	Y	بار	188	   41,337	0.0572	118.2222	persian_news_2016_00176750
945	حمایت و بار ها هم ما را.	Y	بار	188	   41,337	0.0572	118.75	persian_news_2019_00405527
946	با وارد استان می شود که تا.	Y	وارد	189	   41,081	0.0569	78.125	persian_news_2019_00217899
947	اشاره به اینکه قیمت در ۱۰ روز گذشته وارد.	Y	وارد	189	   41,081	0.0569	89.25	persian_news_2019_00069615
948	حدود 20 هزار تن وارد شده و قرار است.	Y	وارد	189	   41,081	0.0569	92.875	persian_news_2019_00398710
949	آمریکا با ایران وارد جنگ می شود؟	Y	وارد	189	   41,081	0.0569	106.5714	persian_news_2019_00117751
950	از ترکیه وارد می کند که همه آنها.	Y	وارد	189	   41,081	0.0569	116.375	persian_news_2019_00045793
951	 های ایران قرار دارد و تمام.	Y	تمام	190	   41,080	0.0569	88.1429	persian_news_2019_00014057
952	تمام برنامه های مجلس به ویژه در سال..	Y	تمام	190	   41,080	0.0569	98.375	persian_news_2017_00406465
953	نظر گرفته شود و ها در تمام مناطق.	Y	تمام	190	   41,080	0.0569	100.125	persian_news_2019_00841258
954	به گفته وی، « تمام این برنامه با همکاری ایران صورت گرفته بود و تهران از هر مرحله آن اطلاع داشته است.»	Y	تمام	190	   41,080	0.0569	101.0476	persian_news_2016_00349251
955	کرده اند در ادامه قیمت تمام  ها و همچنین.	Y	تمام	190	   41,080	0.0569	106.1	persian_news_2019_00697796
956	دولت از بخش فرهنگی حمایت و به این بخش کمک می‌کند.	Y	می‌کند	191	   40,969	0.0567	121.4	persian_news_2017_00569082
957	رئیس دولت نخست وزیر است که رئیس جمهور او را انتخاب می‌کند.	Y	می‌کند	191	   40,969	0.0567	131.7273	persian_news_2019_00545213
958	وی این سوال را مطرح می‌کند که اما چه باید کرد؟	Y	می‌کند	191	   40,969	0.0567	135.0909	persian_news_2019_00935556
959	که وی در پاسخ گفت: اگر وجود داشته باشد قابل طرح نيست و موضوع را متوقف می‌کند.	Y	می‌کند	191	   40,969	0.0567	141.2353	persian_news_2016_00732223
960	رئیس دولت نخست وزیر است که رئیس جمهور او را از میان اعضای شورای ملی انتخاب می‌کند.	Y	می‌کند	191	   40,969	0.0567	149.9375	persian_news_2019_00545212
961	دولت هم تلاش کرد آن را اصلاح کند.	Y	تلاش	192	   40,805	0.0565	86.125	persian_news_2016_00566850
962	این تلاش می شود تا در زمینه رشد و..	Y	تلاش	192	   40,805	0.0565	88.5556	persian_news_2016_00143525
963	گفت با وجود تلاش های صورت گرفته هنوز.	Y	تلاش	192	   40,805	0.0565	94.875	persian_news_2019_00723745
964	تلاش می کنند همچنین آن ها در.	Y	تلاش	192	   40,805	0.0565	95	persian_news_2019_00350792
965	اين تلاش از اکنون آغاز شده است.	Y	تلاش	192	   40,805	0.0565	101.8571	persian_news_2017_00210826
966	امور زنان در خبرگزاری جمهوری اسلامی (ایرنا) برگزار شد.	Y	ایرنا	193	   40,604	0.0562	138.8889	persian_news_2016_00134324
967	وزیر آموزش و پرورش به ایرنا گفت؛	Y	ایرنا	193	   40,604	0.0562	152	persian_news_2019_00967595
968	اما ایرنا اعلام کرده است که در این روز در بازار ارز تهران، دلار با ۱۴ تومان افزایش به قیمت هزار و پنج تومان، به فروش رفته است.	Y	ایرنا	193	   40,604	0.0562	154.6957	persian_news_2016_00109365
969	تهران- ایرنا- در پایان سال جاری انتخابات مجلس شورای اسلامی را در پیش ‌رو داریم.	Y	ایرنا	193	   40,604	0.0562	170.5714	persian_news_2019_00358940
970	تهران- ایرنا- افزایش نرخ ارز به ویژه دلار طی روزهای گذشته از موضوع های مورد توجه روزنامه ها بوده است.	Y	ایرنا	193	   40,604	0.0562	177.65	persian_news_2019_00357343
971	با آمریکا بازی می کند و اعلام کرده.	Y	آمریکا	194	   40,551	0.0562	99.5556	persian_news_2019_00194735
972	اول سال 2017 از نفت آمریکا بیشتر شده است..	Y	آمریکا	194	   40,551	0.0562	105.375	persian_news_2017_00188031
973	کرده اند مقام های دولت آمریکا از جمله.	Y	آمریکا	194	   40,551	0.0562	107	persian_news_2019_00697948
974	کنند اعضای این سازمان که آمریکا نیز عضو آن..	Y	آمریکا	194	   40,551	0.0562	107.4444	persian_news_2016_00730866
975	مطرح شده از سوی وزارت آمریکا برخی شرکت های.	Y	آمریکا	194	   40,551	0.0562	107.5556	persian_news_2019_00793448
976	جهانی در 11 دور برگزار خواهد شد و تا.	Y	جهانی	195	   40,332	0.0559	97.25	persian_news_2019_00379950
977	در این مسابقات یک نفر برای شرکت در مسابقات جهانی انتخاب شد.	Y	جهانی	195	   40,332	0.0559	111.2	persian_news_2016_00490145
978	هر دو قدرت جهانی، برای آزادی جهانی و حقوق اجتماعی تلاش کردند.	Y	جهانی	195	   40,332	0.0559	128.6364	persian_news_2017_00872698
979	از کاهش رشد اقتصاد جهانی و همچنین.	Y	جهانی	195	   40,332	0.0559	130.8571	persian_news_2019_00053779
980	برای حضور در مسابقات جهانی صورت گرفت؛	Y	جهانی	195	   40,332	0.0559	131.2857	persian_news_2019_00227677
981	قرار است دور دوم انتخابات مجلس هم برگزار شود.	Y	دوم	196	   40,255	0.0557	101.6667	persian_news_2019_00675753
982	دلار در روز دوم هفته نیز ۳۵۰ تومان از ارزش خود را از دست داده بود.	Y	دوم	196	   40,255	0.0557	112.1429	persian_news_2019_00501801
983	دوم تعداد عضو خانه ها در کشور را به خود.	Y	دوم	196	   40,255	0.0557	114.9	persian_news_2019_00510185
984	چند روز گذشته مرحله دوم آغاز شده که..	Y	دوم	196	   40,255	0.0557	120.875	persian_news_2016_00431871
985	دوم است که همراه با های دیگر در کنار.	Y	دوم	196	   40,255	0.0557	123.8889	persian_news_2019_00509930
986	نام و نشان خود را هر ایرانی کرده اند.	Y	نام	197	   39,776	0.0551	106	persian_news_2019_00830580
987	نفر از این ثبت نام کردند و برای 110..	Y	نام	197	   39,776	0.0551	111	persian_news_2016_00849304
988	این استان به نام دولت صادر شد.	Y	نام	197	   39,776	0.0551	115.2857	persian_news_2019_00125061
989	انتخابات شورای شهر و ثبت نام کردند که به..	Y	نام	197	   39,776	0.0551	116.5556	persian_news_2017_00141525
990	ملت با اشاره به نام سال 96 از سوی مقام..	Y	نام	197	   39,776	0.0551	123.2222	persian_news_2017_00817723
991	می شود و آن ها هم بدون.	Y	بدون	198	   39,613	0.0549	77.75	persian_news_2019_00735319
992	داده و آن ها را بدون اینکه.	Y	بدون	198	   39,613	0.0549	97.75	persian_news_2019_00422518
993	و اعضای مهم منطقه هستند که بدون آن.	Y	بدون	198	   39,613	0.0549	128.125	persian_news_2019_00923125
994	جلسه روز گذشته بدون حضور رئیس کل بانک مرکزی برگزار شد.	Y	بدون	198	   39,613	0.0549	148.1818	persian_news_2017_00423169
995	بدون فروش نفت ایران دو راه بیشتر ندارد.	Y	بدون	198	   39,613	0.0549	171.125	persian_news_2019_00224960
996	مختلف کمک می کند رئیس مجلس شورای اسلامی با..	Y	مختلف	199	   39,233	0.0543	100.1111	persian_news_2017_00783566
997	مختلف تولید و قرار دارند که از این میان..	Y	مختلف	199	   39,233	0.0543	101.3333	persian_news_2017_00783555
998	مختلف بود که از این تعداد بیش از 130..	Y	مختلف	199	   39,233	0.0543	107.5714	persian_news_2017_00783553
999	در استان های مختلف به ویژه در.	Y	مختلف	199	   39,233	0.0543	109	persian_news_2019_00435316
1000	در اصفهان تولید شده و به استان های مختلف.	Y	مختلف	199	   39,233	0.0543	109.4444	persian_news_2019_00435740
